,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
0,2.8727765,0.0063171685,0.008053422,-0.0010925904,-0.005419381,-0.0020543784,0.0018346459,0.0014164001,0.0021488965,-0.0043762624,0.0011971369,-0.0027175993,0.0009903759,0.001356801,-0.001208812,0.001682885,0.00036396977,-0.00011017412,0.0017237833,0.0017936466,rec.motorcycles
1,2.455719,0.0026645362,0.004604146,-0.00047721714,-0.0030966476,-0.00018489361,0.0011761114,0.0004748255,0.0009379685,0.00045457482,-0.0016561821,0.00058205426,-0.0012060851,-0.00095523335,-2.3394823e-06,-0.00013937056,-0.0007148323,-0.00093402975,0.000111982336,-0.000551745,rec.motorcycles
2,2.3008265,0.00083599985,0.0036344305,-0.00080659613,-0.0031452104,-7.3850155e-05,0.00064332783,-0.0019895434,-0.001327455,-0.0033079237,-0.0013954453,-0.0005990565,-0.00048027933,-0.00069770403,0.00031153858,-0.0048045963,-0.0010431419,0.00082669983,0.0012595864,0.0013572453,rec.motorcycles
3,2.4132671,0.00013312697,0.0027510151,-0.0015739854,0.00025722012,0.0019652694,0.0011634454,-0.0013267845,-0.0006196797,0.0016344786,0.0009848326,0.0006304383,-0.0001257807,-0.0008586813,-4.182756e-05,-0.0012578815,-0.0013604917,-0.00012629227,-0.0011909088,-0.00091776095,rec.motorcycles
4,2.2639728,0.0053915083,0.0010844544,-0.0015321765,-0.0008928515,0.00037142634,0.0009716004,0.0061497167,0.00063213706,0.00063328445,-0.0016455576,0.0043532997,0.0013146102,-0.0007188376,0.003445968,-0.0041965917,-0.0021383958,-0.0027836622,0.003704222,-0.0003678182,rec.motorcycles
5,2.2518058,0.0013624579,0.00074432045,0.0008992236,-0.001984287,-0.0015706867,-0.0016561523,-0.0031970814,-0.0018247813,-0.0015126765,-0.001042515,0.00040860474,-0.00036118925,7.864088e-06,-0.0010367483,-0.0005610958,-0.0002515522,-0.0014815013,0.0004413573,-0.0012986065,rec.motorcycles
6,2.559435,-0.0013535784,0.010274199,0.0048202565,-0.005395028,-0.00039079622,0.0070082867,0.0016001643,0.00048186883,0.0031181942,-0.0009805522,-0.0005449568,-0.00018884886,-0.0012995467,0.0054738214,-0.0014745995,0.003930074,0.00061634963,0.0014039432,0.00028292768,rec.motorcycles
7,2.7052844,-0.0005200343,0.007313369,-0.0017655744,-0.0032024642,-0.00037665456,0.0018293635,-0.0016591937,0.0007299349,0.004016709,-0.0011246094,-0.0003510031,0.00096814823,-0.0013622227,0.0007502586,-0.0001766031,-0.000278333,0.001431133,-0.0020348555,-0.0018631059,rec.motorcycles
8,2.2220442,-0.0038604229,0.0070586423,-8.1648024e-05,-0.0039884564,0.0001368523,0.0008264869,-0.0018472013,0.0011171743,0.0018605405,0.00032531406,-0.001512337,0.00041979176,-0.0021644088,-0.0013244698,-0.0013299187,5.5233682e-05,-0.0006955337,0.0019151061,-0.00027834045,rec.motorcycles
9,2.5607893,0.0007359335,-0.003638118,-0.0028124398,0.0025394303,0.002026999,0.008460221,-0.0012474756,0.004648986,-0.00076959137,-0.0010201167,0.005800531,0.00018871772,-0.0018507264,0.0025530152,-0.00022656757,0.0008994449,-0.0057897116,-0.004635958,0.0022477892,rec.motorcycles
10,2.6022017,-0.004433755,5.7681926e-05,-0.00096069457,0.0013500768,0.005533674,0.0027842163,0.0003466377,-0.0029040708,-0.00103767,-0.002731445,-0.0009020128,0.001524157,-0.003715358,0.002148787,0.00245459,-0.0051179603,-0.0026844258,0.003415827,-0.0013554097,rec.motorcycles
11,2.7492747,-0.010565986,0.0022701847,0.009169366,-0.003226072,0.00041243056,-0.0012478709,0.001676077,0.0014305462,-0.0040334393,-0.0014593714,0.006085531,0.0050192066,-0.0008921529,0.003707387,0.007326475,-0.00018167739,0.003329609,-0.0016121381,0.000445777,rec.motorcycles
12,2.5298657,-0.0019272566,0.002757579,0.0015938114,-0.0027722716,0.0024596006,0.003219679,-0.0028752834,0.005922273,-0.0011544377,0.004658647,-0.0010649413,-0.007148549,0.0013133138,0.004219398,0.0047175735,-0.00257232,0.0020347978,0.000255369,0.0016062767,rec.motorcycles
13,2.3549924,-0.0009589046,0.006375402,-0.00041193143,-0.0012798011,-0.000522539,-0.0011053532,-0.0003881827,-0.0020187795,-0.0016830564,0.00088338554,0.0009354204,-0.0017527938,0.0010098089,0.00019536912,-0.0016099438,0.0007847894,-0.0020756132,-0.0031130107,0.0022374622,rec.motorcycles
14,2.233922,0.0009922981,0.005716659,-0.002346713,-0.0021898896,0.001635313,-0.0013071224,-0.0032597259,0.0005761087,0.0020348728,-0.0014083683,0.0002785772,-0.004700735,0.0012336448,-0.005571544,-0.002750069,0.00060294586,0.0015200359,-0.0015347116,0.0033412906,rec.motorcycles
15,2.5658479,-0.0024484247,0.008152999,-0.0036412943,-0.0046494342,-0.0008340329,0.004811533,-0.0019087642,0.0010314584,0.004814282,-0.0017899983,0.0008584708,0.0074605346,0.0025022607,0.0005028099,-0.0012233108,0.003717666,-0.0012451167,0.004382707,0.005530111,rec.motorcycles
16,2.4747965,0.0021015108,0.002852425,-0.00050234236,0.0004418306,-0.0033912063,-0.001533851,0.0024033189,-0.00012515485,-0.0074784607,0.0021535233,-0.0022759438,0.0045996755,-0.00056472793,-0.0005812198,0.00075579435,-0.0036244888,-0.0025423388,-0.001277264,0.0022991805,rec.motorcycles
17,2.104971,0.0012163818,0.009453803,-0.0023607519,-0.0055428185,0.0018146187,0.002532661,0.0016176924,0.011337355,0.0067560375,0.0019425936,0.0037587285,0.0025881678,0.0010193717,0.0023424178,0.0045143217,0.0017371896,-0.0013808701,0.0040664193,-0.0023600596,rec.motorcycles
18,2.6721907,0.06676874,-0.02361167,0.026734253,-0.005324962,-0.0011661851,0.008326778,-0.0048058596,-0.002440371,-0.0008937003,-0.002617791,0.00043164028,0.001843634,-0.00079531665,-0.00048043788,0.00032687548,0.0013302079,0.0007708481,-0.0011808368,-0.0008247088,rec.motorcycles
19,2.3978467,-0.0014866823,0.00492609,-0.0003257718,-0.0006157796,0.002225779,0.002661828,0.0010148879,0.0043359767,0.00490547,-0.0025125067,-0.0045899996,0.003081216,-0.00025939965,0.0011032996,0.0011734586,0.00068299106,-0.0016968012,-0.0016610491,-0.00095931225,rec.motorcycles
20,1.659718,0.006142604,-0.0030120087,0.0043220655,-0.008748381,0.03213085,-0.017369036,0.0011941142,0.0055024833,-0.0030397128,-0.0024222936,-0.0022662883,0.0024002574,0.0010763312,0.0004451069,-0.0034124996,0.0029713607,-0.0024123564,-0.001814323,0.00030804257,rec.motorcycles
21,2.301214,0.0004213404,0.002868456,-0.0022997851,-0.0022231676,0.0013462605,0.002053821,-0.0011070508,0.0033680312,0.001396457,0.0026074345,0.002676946,-0.0023937712,-0.001216752,-0.001390283,-0.0017682766,-0.0024976132,-0.0018282104,-0.00037377595,-0.0011804786,rec.motorcycles
22,2.966894,0.0021307482,0.007930492,-0.0009557986,-0.0026802125,0.003180866,-0.001018809,-0.0005287575,-0.006025654,-0.0061608832,0.0010386285,0.0014533385,-0.0032910935,-0.0034762209,-0.0016977644,0.0005818981,-0.00027724454,0.0024820257,0.0032151202,0.0010301312,rec.motorcycles
