,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
0,0.151233528888772,0.014810367269303647,-0.0730294209341405,0.10021948717803737,0.13498932131345828,0.07604032872116263,-0.05370983652759244,0.15121315981995673,0.0011118398496220018,-0.0072173501880759125,0.006622203099535917,-0.007873002492207805,0.3390522441656793,0.06097251151431313,0.06056923857609797,0.001651678363104757,0.14588520470540425,-0.333934375234736,0.06598419472827836,0.03202290317853266,comp.windows.x
1,0.336777112245917,0.11380138877438337,-0.19190526692262677,-0.04645118651877856,-0.012406522964890056,0.053119669866513966,0.2012197046729431,0.1211769403658086,0.06843275303273166,0.012431244128269332,-0.1324295353554862,-0.1421722809557237,-0.015208238809264212,-0.12949135034333148,-0.049706186870182814,-0.04831908734283287,0.057285303836972855,-0.054502387918034606,-0.02186030276216401,-0.10173339380051484,comp.windows.x
2,0.14244571529584316,0.04253266950895838,0.23487596419042975,-0.03554658651004411,-0.027403958260079346,-0.06896941001835209,0.10071484019116488,0.03549231360605614,0.00970907257399707,0.061989191755266605,-0.02442665589618416,0.11904857577200992,0.10889231502852542,-0.04996611555678127,-0.2738039547977351,-0.20492805201368994,-0.04569894671164823,0.01162626155674694,0.06150651746255889,-0.03813294124792338,comp.windows.x
4,0.204368125026443,0.11122012915726617,0.2726323718174721,-0.004716585193661001,0.12120748570993362,0.03980903185916937,0.011122355792706744,0.015247402966019584,0.03314560680656328,-0.05989708267301141,0.10548237017029999,0.12685135601645733,0.03600311468786452,-0.031173626515241713,-0.00582796686496903,0.044730766758414,0.0592250371930671,-0.02413565219155349,0.16221179766942143,0.23671570763291844,comp.windows.x
5,0.17692611665523247,0.06988789561804795,-0.055752688249386034,-0.11904654985441727,-0.24290660818592694,-0.025060455343925314,0.12007011966319309,0.08146448836259225,0.04038033015804383,-0.12829023611486137,0.11444976652551858,0.008546338825942596,0.11040409144126438,0.19771432615461315,-0.11895740981119451,-0.06264685098326031,0.0937722242370802,0.10428396074653745,-0.006859649324173125,-0.11560099247828752,comp.windows.x
6,0.17263840503590902,-0.03553885243161251,0.03435987329893589,-0.02580610986293737,0.00289660255423687,0.08626728516407275,0.1708587658742213,-0.1443113711540072,-0.050911283924175654,-0.10227750353519427,0.21720549231113626,-0.1299486526492799,-0.023522864031919156,-0.010687934071504795,-0.16207471040932803,0.2244435170895653,-0.30875621501879486,-0.10912536997762252,-0.19303794426263624,0.04029655924174414,comp.windows.x
7,0.04184842530266919,0.03008281806741914,-0.011100356378647439,0.04063556807699407,0.02099624649410244,0.08377166273011988,-0.06389073740707346,0.014426362272862585,-0.12151692936081436,0.1499167934688153,0.015401048349763979,-0.05170585690073478,-0.009706978583545628,-0.04354648213497223,-0.14794245853802981,-0.04301217809775438,-0.2023348602693118,0.01460924164463013,0.13272299684435357,-0.06829799462769476,comp.windows.x
8,0.09927415892504944,0.029546875357689927,0.005191812648737114,0.07844493076073489,0.049519063459771445,0.017433429613246856,0.07310147484186079,0.018662666109611203,-0.172321815920933,0.06590060715713647,-0.05464886275841199,0.034931253767812476,0.019058091083085586,0.08422399340929582,0.046193925101880716,0.2854424721357287,0.04815231144584469,0.10157307883705156,0.09452401159993443,-0.21651540948379217,comp.windows.x
9,0.07761315081639637,0.1651654647828163,-0.09519069699768609,-0.43722979719265903,0.6057028886753827,-0.114691496059066,-0.03480138413593882,0.04033709387798047,0.09367932353017396,-0.02875764682521967,0.07997783611395116,0.026032301864382476,0.08214441052357996,0.10065845952210997,0.023594173786131774,-0.003018365230111326,0.08339906174155526,-0.020873210068675985,0.050703899331902315,0.0035219408591462623,comp.windows.x
10,0.14324819045878576,0.07034925265842953,0.0013864159662817649,-0.054861442109207084,-0.15531244552784634,0.006687045738967169,-0.07331459987378183,0.03313826701200452,-0.09793886638402276,-0.027584209023806563,0.04860143937244195,0.1439839937940942,0.13834571852134628,0.07962045270339967,-0.14098231661289562,-0.15819115292931063,0.09151738537345999,0.131610198682026,-0.10379383636959048,0.08671038523696721,comp.windows.x
11,0.2852467724891238,0.35638819345980555,-0.1779645722876668,-0.1926362019273287,-0.3142934709610707,-0.06311484489756793,-0.20865661250561984,-0.18627838593955034,-0.08509466003056744,0.03688331575143144,-0.08389785294006757,-0.0455202870862083,0.06118945750966508,-0.043722491842979744,0.12271761827158674,-0.03627906971924695,-0.020443461665408447,-0.04644140806685664,-0.12448151730510212,0.07855413200813802,comp.windows.x
12,0.18615647910981598,0.08638183381215014,-0.12121889127384872,0.024912839129550227,0.03664479249006367,0.05240328656622534,-0.0043791470836464135,-0.1672893735968235,-0.023306186271510664,-0.038985645574902195,-0.19645001091242942,0.10508389943577214,0.356663071960004,-0.24069360823444705,-0.061124186028362705,0.09338323746603766,0.10060427309856,-0.06123131504118848,0.007581226054724116,-0.05933540427344928,comp.windows.x
14,0.17776476450461287,0.0654177754734049,-0.028941881415797843,-0.02633888287441092,-0.027720460790183976,0.06942120137406003,0.14046773070444746,-0.1320832993877582,-0.09261412006384326,-0.003918234353785945,0.2041502808193532,0.08719473220480667,-0.23813968935895902,-0.0767462623915934,0.20739438940005012,-0.0160527663954939,0.13111579245956026,-0.17259440210640573,-0.06744569656348623,0.02677183043803718,comp.windows.x
15,0.25616106251198545,0.012728087639658074,-0.09862419334972379,-0.046796369969682464,-0.07157238088387627,0.15327901546758926,-0.01939683579886934,-0.2789743646213634,0.07485148952955548,0.018605609235752024,0.004487764436620214,0.17333120857503992,0.18334752116917158,-0.11554262853947482,-0.06618688970440806,-0.07351484014039866,-0.13183878109657848,0.10889425191856242,0.13168924108638677,-0.12239311829876971,comp.windows.x
16,0.06942834969201661,0.11896631339237773,-0.024980813261416372,-0.09903528678871457,-0.1767679505830112,-0.11147228900080337,0.002303447160897785,0.05735017591677136,-0.05101271823259994,-0.10429900193527822,0.13794881409785226,0.025309130699517964,-0.04364424255440676,0.14665606886220883,-0.013148894847152882,0.023398149397666247,-0.06009514885517573,-0.13746162184651634,0.25952351303812865,-0.10532799998676332,comp.windows.x
17,0.27747302661265766,0.20701653447023272,-0.05838975886281757,0.37546488683766377,0.12490169597854596,-0.13792802947094124,-0.010549424528757265,0.00922157193823377,0.00706571092158895,-0.05931634078555072,-0.01652929971804698,-0.08077421634083237,-0.01100056845185117,-0.011777515547795558,0.09125963806397121,-0.08894225385806896,-0.15894374841902276,0.09356485105999016,-0.042835467703635104,0.0666035438582715,comp.windows.x
18,0.26917610014781457,0.012670901562898216,-0.10628466754265757,0.0430605351790089,-0.031155026943376102,0.06465283158340823,-0.057808464601375835,-0.2975633514613758,0.33506642035329026,0.16505028756437212,-0.11565262525643377,0.006933334507419694,0.026335874880413813,-0.03761689272024996,0.10128900062893295,-0.028641993756397453,-0.04199860143199603,0.1602501983396083,0.07884001975115906,0.10170373313765277,comp.windows.x
19,0.10781813963294508,0.088930661015718,-0.03905223283509393,0.046570799538713584,0.07718906976490147,0.24936678382898975,-0.02533936086529528,0.16400974945772961,-0.18207468857699452,0.0445562535057018,-0.12620849877532425,-0.10363590784754055,-0.19056504824961693,-0.07056437252225184,-0.16109950110909774,-0.1110424890154792,0.1933277216053565,-0.0566973717450127,-0.050714471298006915,-0.021368863987537703,comp.windows.x
20,0.21985984333553102,0.04969069525180471,-0.053887641576458534,-0.022821896131155404,-0.1135143488117295,0.01910437130332488,0.10969450700202701,0.060636924410709045,0.3103270662235666,-0.02117674771779871,-0.04688892382307502,0.14760983053443905,-0.24377425620282864,-0.06763572853083638,0.022129384610928168,-0.04279465076990682,0.2749893860703317,-0.007166109485364843,0.1487800055089646,-0.0112526032014348,comp.windows.x
21,0.07649717663391134,0.05230232172880408,0.21268262846041072,0.007709935937476733,-0.022145381154276746,-0.04673684994641533,0.07809047522319007,0.05034391628701472,0.0451229559177017,0.13234231939730512,0.009883722879918413,0.1205101201016389,0.07964386435862336,-0.06325580020625572,-0.14331094577383247,-0.14695539608833166,0.07245469479612172,0.07393272595233036,-0.10710582866839882,-0.060430557722100126,comp.windows.x
22,0.19059363705139362,0.11991615733355727,0.7183714792036032,-0.015426327258066835,0.04233408542451103,-0.12599554985450956,0.08277966897408309,-0.01539208768139631,0.010122538969931105,0.0997754277278406,-0.061130357399994124,-0.019015645409506374,0.06806200903733753,-0.0716219481816272,-0.012615437640799643,-0.015512423477386315,0.01485289805508612,0.023109846638615924,-0.019887191024091665,0.03493038074234025,comp.windows.x
23,0.2602798053890864,-0.030977292908195085,-0.07204407332124184,-0.03136214824926523,0.11220008774291446,0.38214107483685195,0.2698333321169942,-0.018908698588860146,-0.10971360073622567,-0.049106965890165985,0.13819667694644747,0.0037191665436668085,0.02657382375282251,0.028312265687579236,0.07245827546508675,-0.10946329895373424,0.03613204119529219,0.03684479064967888,-0.14321068318253052,-0.013883448096556776,comp.windows.x
